TextId	Group	Index	Bank	Pointer	StartBit	EndBit	Symbols	Text
0721	39	01	03	9553	416	590	37 19 1C 1C 23 77 1E 12 0F 00 0F 0B 1E 0F 1C 23 00 19 18 16 23 00 19 1A 0F 18 1D 00 0B 1E 00 18 13 11 12 1E 78	Sorry,the eatery only opens at night.
0722	39	02	03	9553	590	755	38 12 13 1D 00 13 1D 00 37 1E 0B 18 0D 13 0B 00 27 0B 1D 1E 16 0F 6B 1D 00 0F 18 1E 1C 0B 18 0D 0F 78	This is Stancia Castle's entrance.
0723	39	03	03	9553	755	1229	2D 6B 17 00 12 0F 1C 0F 00 1E 19 00 15 0F 0F 1A 00 17 19 18 1D 1E 0F 1C 1D 00 19 1F 1E 00 19 10 00 1E 12 0F 00 27 0B 1D 1E 16 0F 6C 4F 38 12 0F 00 17 19 18 1D 1E 0F 1C 1D 00 0B 1C 0F 00 11 0F 1E 1E 13 18 11 00 1D 17 0B 1C 1E 0F 1C 77 1D 19 00 2D 00 17 1F 1D 1E 00 21 0B 1E 0D 12 00 0D 0B 1C 0F 10 1F 16 16 23 78	I'm here to keep monsters out of the Castle.'<4F>The monsters are getting smarter,so I must watch carefully.
0724	39	04	03	9553	1229	2025	2D 00 21 0B 18 1E 00 1E 19 00 11 19 00 1E 19 00 3E 0F 18 13 1E 12 13 0B 18 00 27 0B 1D 1E 16 0F 6C 4F 3D 0F 1E 00 2D 00 0E 19 18 6B 1E 00 1E 12 13 18 15 00 2D 00 0D 0B 18 00 10 13 18 0E 00 0B 16 16 00 19 10 00 1E 12 0F 00 3E 0F 18 13 1E 12 13 0B 18 00 21 0F 0B 1A 19 18 1D 00 0B 18 0E 00 0B 1C 17 19 1C 6C 4F 2D 00 12 0F 0B 1C 0E 77 12 19 21 0F 20 0F 1C 77 1E 12 0F 00 3E 0F 18 13 1E 12 13 0B 18 00 37 12 13 0F 16 0E 00 21 0B 1D 00 19 18 0D 0F 00 0B 1E 00 26 1F 1C 16 0B 18 0E 00 27 0B 1D 1E 16 0F 72 78	I want to go to Zenithian Castle.'<4F>Yet I don't think I can find all of the Zenithian weapons and armor.'<4F>I heard,however,the Zenithian Shield was once at Burland Castle....
0725	39	05	03	9553	2025	3012	2D 18 00 1E 12 13 1D 00 0D 19 1F 18 1E 1C 23 77 21 0F 00 12 0B 20 0F 00 0B 18 00 19 16 0E 00 16 0F 11 0F 18 0E 00 0B 0C 19 1F 1E 00 3E 0F 18 13 1E 12 13 0B 18 00 27 0B 1D 1E 16 0F 6C 4F 3B 12 19 0F 20 0F 1C 00 19 0C 1E 0B 13 18 1D 00 1E 12 0F 00 3E 0F 18 13 1E 12 13 0B 18 00 25 1C 17 19 1C 77 2C 0F 16 17 77 37 12 13 0F 16 0E 77 0B 18 0E 00 37 21 19 1C 0E 00 21 13 16 16 00 0C 0F 00 0B 16 16 19 21 0F 0E 00 13 18 1E 19 00 3E 0F 18 13 1E 12 13 0B 6C 4F 33 18 16 23 00 1E 12 0F 00 2C 0F 16 17 00 12 0B 1D 00 0C 0F 0F 18 00 12 0B 18 0E 0F 0E 00 0E 19 21 18 00 13 18 00 19 1F 1C 00 1C 19 23 0B 16 00 10 0B 17 13 16 23 78	In this country,we have an old legend about Zenithian Castle.'<4F>Whoever obtains the Zenithian Armor,Helm,Shield,and Sword will be allowed into Zenithia.'<4F>Only the Helm has been handed down in our royal family.
0726	39	06	03	9553	3012	3630	2D 10 00 1E 12 0F 1C 0F 6B 1D 00 1C 0F 0B 16 16 23 00 0B 00 17 0B 1D 1E 0F 1C 00 19 10 00 0E 1C 0B 11 19 18 1D 00 13 18 00 3E 0F 18 13 1E 12 13 0B 18 00 27 0B 1D 1E 16 0F 77 1D 19 17 0F 19 18 0F 00 1D 12 19 1F 16 0E 00 11 19 00 0B 1D 15 00 12 13 17 72 6A 4F 1E 19 00 0E 0F 1D 1E 1C 19 23 00 1E 12 0F 00 36 1F 16 0F 1C 00 19 10 00 29 20 13 16 00 0B 18 0E 00 19 1E 12 0F 1C 00 17 19 18 1D 1E 0F 1C 1D 78	If there's really a master of dragons in Zenithian Castle,someone should go ask him...'<4F>to destroy the Ruler of Evil and other monsters.
0727	39	07	03	9553	3630	4168	31 23 00 17 19 1E 12 0F 1C 00 1F 1D 0F 0E 00 1E 19 00 1E 0F 16 16 00 17 0F 00 21 12 0F 18 00 2D 00 21 0B 1D 00 16 13 1E 1E 16 0F 72 6A 4F 1E 12 0F 1C 0F 00 21 0B 1D 00 0B 00 0D 0B 1D 1E 16 0F 00 0B 0C 19 20 0F 00 1E 12 0F 00 0D 16 19 1F 0E 1D 77 0B 18 0E 00 1E 12 0F 00 17 0B 1D 1E 0F 1C 00 19 10 00 0E 1C 0B 11 19 18 1D 00 16 13 20 0F 0E 00 1E 12 0F 1C 0F 78	My mother used to tell me when I was little...'<4F>there was a castle above the clouds,and the master of dragons lived there.
0728	39	08	03	9553	4168	4777	38 12 0F 23 00 1D 0B 23 00 17 19 18 1D 1E 0F 1C 1D 00 1E 19 19 15 00 19 20 0F 1C 00 1E 12 0F 00 27 0B 1D 1E 16 0F 00 19 10 00 1E 12 0F 00 1D 19 1F 1E 12 0F 1C 18 00 0D 19 1F 18 1E 1C 23 00 19 10 00 37 0B 18 1E 0F 0F 17 6C 4F 2D 00 0E 19 18 6B 1E 00 0C 16 0B 17 0F 00 1E 12 0F 00 2F 13 18 11 00 10 19 1C 00 21 0B 18 1E 13 18 11 00 1E 19 00 16 0B 1F 11 12 00 0B 21 0B 23 00 12 13 1D 00 10 0F 0B 1C 1D 78	They say monsters took over the Castle of the southern country of Santeem.'<4F>I don't blame the King for wanting to laugh away his fears.
0729	39	09	03	9553	4777	5235	2D 00 12 0B 1E 0F 00 21 0F 0B 1A 19 18 1D 00 0B 18 0E 00 0B 1C 17 19 1C 78 38 12 0F 23 6B 1C 0F 00 1D 19 00 12 0F 0B 20 23 6E 6A 4F 3B 0F 00 17 1F 1D 1E 00 0C 0F 00 1A 1C 0F 1A 0B 1C 0F 0E 00 10 19 1C 00 1E 12 0F 00 17 19 18 1D 1E 0F 1C 1D 6B 00 0B 1E 1E 0B 0D 15 77 1E 12 19 1F 11 12 78	I hate weapons and armor.They're so heavy!'<4F>We must be prepared for the monsters' attack,though.
072A	39	0A	03	9553	5235	5398	38 19 00 1D 0F 0F 00 1E 12 0F 00 2F 13 18 11 77 11 19 00 1F 1A 00 1E 12 0F 1D 0F 00 1D 1E 0B 13 1C 1D 78	To see the King,go up these stairs.
072B	39	0B	03	9553	5398	6062	29 20 0F 1C 23 19 18 0F 00 12 0F 1C 0F 00 12 0B 1D 00 0C 0F 0F 18 00 11 16 19 19 17 23 00 1D 13 18 0D 0F 00 1E 12 0F 00 17 19 18 1D 1E 0F 1C 1D 00 0B 1A 1A 0F 0B 1C 0F 0E 6C 4F 38 12 0B 1E 6B 1D 00 21 12 23 00 1E 12 0F 00 2F 13 18 11 00 13 1D 1D 1F 0F 0E 00 1E 12 0F 00 1A 1C 19 0D 16 0B 17 0B 1E 13 19 18 00 0F 20 0F 18 00 1E 12 19 1F 11 12 00 12 0F 00 15 18 0F 21 00 12 0F 00 21 19 1F 16 0E 00 0C 0F 00 16 0B 1F 11 12 0F 0E 00 0B 1E 78	Everyone here has been gloomy since the monsters appeared.'<4F>That's why the King issued the proclamation even though he knew he would be laughed at.
072C	39	0C	03	9553	6062	6502	3B 12 0B 1E 6B 1D 00 0C 16 0B 0D 15 00 0B 18 0E 00 21 12 13 1E 0F 00 0B 18 0E 00 1C 0F 0E 00 0B 16 16 00 19 20 0F 1C 6D 00 25 00 1A 0F 18 11 1F 13 18 00 10 0B 16 16 13 18 11 00 0E 19 21 18 00 1E 12 0F 00 1D 1E 0B 13 1C 1D 6E 00 2D 1D 18 6B 1E 00 1E 12 0B 1E 00 10 1F 18 18 23 6D	What's black and white and red all over? A penguin falling down the stairs! Isn't that funny?
072D	39	0D	03	9553	6502	6869	2D 10 00 23 19 1F 00 0D 0B 18 00 17 0B 15 0F 00 1E 12 0F 00 2F 13 18 11 00 16 0B 1F 11 12 77 23 19 1F 6B 16 16 00 1C 0F 0D 0F 13 20 0F 00 0B 18 23 00 1C 0F 21 0B 1C 0E 00 23 19 1F 00 21 0B 18 1E 78 2B 19 00 10 19 1C 00 13 1E 6E	If you can make the King laugh,you'll receive any reward you want.Go for it!
072E	39	0E	03	9553	6869	7194	38 12 0F 00 2F 13 18 11 00 13 1D 1D 1F 0F 0E 00 1D 1F 0D 12 00 0B 00 1D 1E 1C 0B 18 11 0F 00 1A 1C 19 0D 16 0B 17 0B 1E 13 19 18 78 2D 00 21 19 18 0E 0F 1C 00 21 12 0B 1E 00 12 0F 6B 1D 00 1F 1A 00 1E 19 78	The King issued such a strange proclamation.I wonder what he's up to.
072F	39	0F	03	9553	7194	7470	2D 00 0C 0F 16 13 0F 20 0F 00 17 23 00 10 0B 1E 12 0F 1C 00 12 0B 0E 00 0B 00 11 19 19 0E 00 1C 0F 0B 1D 19 18 00 10 19 1C 00 12 13 1D 00 0B 0D 1E 13 19 18 1D 77 0C 1F 1E 72 78	I believe my father had a good reason for his actions,but....
0730	39	10	03	9553	7470	7688	3D 19 1F 00 0B 1C 0F 00 21 13 1A 13 18 11 00 19 1F 1E 00 1E 12 0F 00 17 19 18 1D 1E 0F 1C 1D 6D 00 2D 00 0B 0E 17 13 1C 0F 00 23 19 1F 6E	You are wiping out the monsters? I admire you!
0731	39	11	03	9553	7688	8035	2D 6B 17 00 34 19 0D 19 1D 6C 4F 3D 19 1F 00 0D 0B 18 00 12 0B 20 0F 00 0B 00 1D 1E 1C 0B 18 11 0F 00 0E 1C 0F 0B 17 00 0B 1E 00 17 23 00 13 18 18 6E 00 2D 1D 18 6B 1E 00 1E 12 0B 1E 00 0F 22 0D 13 1E 13 18 11 6D	I'm Pocos.'<4F>You can have a strange dream at my inn! Isn't that exciting?
0732	39	12	03	9553	8035	9102	2B 0B 1C 0E 0F 18 0C 1F 1C 00 27 0B 1D 1E 16 0F 00 13 1D 00 1D 1F 1C 1C 19 1F 18 0E 0F 0E 00 0C 23 00 1C 19 0D 15 23 00 17 19 1F 18 1E 0B 13 18 1D 78 38 12 0F 1C 0F 00 1F 1D 0F 0E 00 1E 19 00 0C 0F 00 0B 00 0D 0B 20 0F 00 21 12 13 0D 12 00 16 0F 0E 00 1E 12 1C 19 1F 11 12 00 1E 12 0F 00 17 19 1F 18 1E 0B 13 18 1D 6C 4F 25 00 20 19 16 0D 0B 18 13 0D 00 0F 1C 1F 1A 1E 13 19 18 00 0C 16 19 0D 15 0F 0E 00 1E 12 0F 00 0D 0B 20 0F 00 21 13 1E 12 00 16 0B 20 0B 6C 4F 38 12 0F 00 31 0B 11 17 0B 00 37 1E 0B 10 10 00 17 13 11 12 1E 00 0C 0F 00 0B 0C 16 0F 00 1E 19 00 17 0F 16 1E 00 0B 00 1A 0B 1E 12 21 0B 23 00 1E 12 1C 19 1F 11 12 00 1E 12 0F 00 17 19 1F 18 1E 0B 13 18 1D 72 78	Gardenbur Castle is surrounded by rocky mountains.There used to be a cave which led through the mountains.'<4F>A volcanic eruption blocked the cave with lava.'<4F>The Magma Staff might be able to melt a pathway through the mountains....
0733	39	13	03	9553	9102	9245	3B 0F 16 0D 19 17 0F 00 1E 19 00 2B 0B 1C 0E 0F 18 0C 1F 1C 00 27 0B 1D 1E 16 0F 78	Welcome to Gardenbur Castle.
0734	39	14	03	9553	9245	9572	33 18 16 23 00 21 19 17 0F 18 00 16 13 20 0F 00 13 18 00 1E 12 13 1D 00 27 0B 1D 1E 16 0F 78 33 1F 1C 00 35 1F 0F 0F 18 00 13 1D 00 0B 00 20 0F 1C 23 00 0C 0F 0B 1F 1E 13 10 1F 16 00 21 19 17 0B 18 78	Only women live in this Castle.Our Queen is a very beautiful woman.
0735	39	15	03	9553	9572	9702	3B 0F 00 11 1F 0B 1C 0E 00 0B 1D 00 21 0F 16 16 00 0B 1D 00 0B 18 23 00 17 0F 18 6E	We guard as well as any men!
0736	39	16	03	9553	9702	10268	2D 00 12 0B 20 0F 18 6B 1E 00 0C 0F 0F 18 00 0B 0C 16 0F 00 1E 19 00 16 0F 0B 20 0F 00 1D 13 18 0D 0F 00 1E 12 0F 00 20 19 16 0D 0B 18 13 0D 00 0F 1C 1F 1A 1E 13 19 18 72 6C 4F 3B 12 0B 1E 6D 00 25 00 1A 0B 1D 1D 0B 11 0F 00 13 1D 00 18 19 21 00 19 1A 0F 18 6D 00 2C 17 17 72 1D 12 19 1F 16 0E 00 2D 00 0C 0F 00 12 0B 1A 1A 23 00 19 1C 00 21 12 0B 1E 6D	I haven't been able to leave since the volcanic eruption....'<4F>What? A passage is now open? Hmm...should I be happy or what?
0737	39	17	03	9553	10268	10555	25 12 0B 6E 00 38 1C 0B 20 0F 16 0F 1C 1D 6E 6A 4F 25 00 1A 0B 1D 1D 0B 11 0F 00 17 1F 1D 1E 00 0C 0F 00 19 1A 0F 18 00 18 19 21 78 38 12 0B 1E 6B 1D 00 11 19 19 0E 78	Aha! Travelers!'<4F>A passage must be open now.That's good.
0738	39	18	03	9553	10555	10830	38 12 0F 00 1C 1F 17 19 1C 00 13 1D 00 1E 12 0B 1E 00 1E 12 0F 00 36 1F 16 0F 1C 00 19 10 00 29 20 13 16 00 21 13 16 16 00 1C 0F 1D 1F 1C 1C 0F 0D 1E 00 0B 1E 00 16 0B 1D 1E 78	The rumor is that the Ruler of Evil will resurrect at last.
0739	39	19	03	9553	10830	11206	38 12 0F 00 36 1F 16 0F 1C 00 19 10 00 29 20 13 16 00 17 1F 1D 1E 00 0C 0F 00 17 0B 16 0F 78 2D 10 00 2D 6B 17 00 1C 13 11 12 1E 77 12 0F 00 17 0B 23 00 12 0B 20 0F 00 0B 00 21 0F 0B 15 18 0F 1D 1D 00 10 19 1C 00 11 13 1C 16 1D 78	The Ruler of Evil must be male.If I'm right,he may have a weakness for girls.
073A	39	1A	03	9553	11206	11412	2D 00 1A 1C 0F 10 0F 1C 00 0B 00 1D 1E 1C 19 18 11 00 17 0B 18 77 18 19 00 17 0B 1E 1E 0F 1C 00 12 19 21 00 12 0F 00 16 19 19 15 1D 78	I prefer a strong man,no matter how he looks.
073B	39	1B	03	9553	11412	11852	38 12 13 1D 00 13 1D 00 1E 12 0F 00 35 1F 0F 0F 18 6B 1D 00 0E 1C 0F 1D 1D 13 18 11 00 1C 19 19 17 6C 4F 28 19 18 6B 1E 00 1E 19 1F 0D 12 00 1E 12 19 1D 0F 00 0C 0F 0B 1F 1E 13 10 1F 16 00 0E 1C 0F 1D 1D 0F 1D 00 21 13 1E 12 00 23 19 1F 1C 00 0E 13 1C 1E 23 00 12 0B 18 0E 1D 6E	This is the Queen's dressing room.'<4F>Don't touch those beautiful dresses with your dirty hands!
073C	39	1C	03	9553	11852	12633	38 12 0F 00 35 1F 0F 0F 18 00 1D 1A 0F 0B 15 1D 00 12 0B 1C 1D 12 16 23 77 0C 1F 1E 00 1D 12 0F 6B 1D 00 0B 0D 1E 1F 0B 16 16 23 00 1E 0F 18 0E 0F 1C 00 12 0F 0B 1C 1E 0F 0E 6C 4F 37 12 0F 00 21 19 1F 16 0E 00 12 0B 20 0F 00 0F 18 14 19 23 0F 0E 00 0B 00 0D 19 17 17 19 18 0F 1C 6B 1D 00 16 13 10 0F 00 13 10 00 1D 12 0F 00 12 0B 0E 18 6B 1E 00 0C 0F 0F 18 00 0C 19 1C 18 00 13 18 1E 19 00 1E 12 0F 00 1C 19 23 0B 16 00 10 0B 17 13 16 23 78 2D 00 10 0F 0F 16 00 1D 19 1C 1C 23 00 10 19 1C 00 12 0F 1C 78	The Queen speaks harshly,but she's actually tender hearted.'<4F>She would have enjoyed a commoner's life if she hadn't been born into the royal family.I feel sorry for her.
073D	39	1D	03	9553	12633	13274	38 12 13 1D 00 13 1D 00 0B 18 00 19 16 0E 00 1D 1E 19 1C 23 78 3B 12 0F 18 00 1E 12 0F 00 35 1F 0F 0F 18 6B 1D 00 11 1C 0B 18 0E 17 19 1E 12 0F 1C 00 21 0B 1D 00 23 19 1F 18 11 72 6A 4F 1D 12 0F 00 1C 0F 0D 0F 13 20 0F 0E 00 1D 19 17 0F 1E 12 13 18 11 00 0D 0B 16 16 0F 0E 00 1E 12 0F 00 3E 0F 18 13 1E 12 13 0B 18 00 37 12 13 0F 16 0E 00 10 1C 19 17 00 26 1F 1C 16 0B 18 0E 6B 1D 00 2F 13 18 11 78	This is an old story.When the Queen's grandmother was young...'<4F>she received something called the Zenithian Shield from Burland's King.
073E	39	1E	03	9553	13274	14645	2D 6B 17 00 1D 1E 1F 0E 23 13 18 11 00 1E 12 0F 00 1C 1F 17 19 1C 1D 00 1C 0F 16 0B 1E 0F 0E 00 1E 19 00 1E 12 0F 00 36 1F 16 0F 1C 00 19 10 00 29 20 13 16 6C 4F 38 12 0F 00 1C 0F 1D 1F 1C 1C 0F 0D 1E 13 19 18 00 19 10 00 1E 12 0F 00 36 1F 16 0F 1C 00 19 10 00 29 20 13 16 72 1E 12 0F 00 1A 1C 19 1A 12 0F 0D 23 00 19 10 00 1E 12 0F 00 17 0B 1E 1F 1C 13 18 11 00 2C 0F 1C 19 00 21 12 19 00 1D 12 0B 16 16 00 0E 0F 10 0F 0B 1E 00 12 13 17 72 6A 4F 31 0B 1D 1E 0F 1C 00 28 1C 0B 11 19 18 00 13 18 00 3E 0F 18 13 1E 12 13 0B 72 6A 4F 0B 18 0E 00 1E 12 0F 00 0C 0B 0C 23 00 0C 19 1C 18 00 1E 19 00 0B 00 0D 0F 16 0F 1D 1E 13 0B 16 00 18 23 17 1A 12 00 13 18 00 26 1C 0B 18 0D 0B 72 6C 4F 2D 6B 17 00 0C 0F 11 13 18 18 13 18 11 00 1E 19 00 1F 18 0E 0F 1C 1D 1E 0B 18 0E 00 1E 12 0F 00 17 0F 0B 18 13 18 11 00 19 10 00 0B 16 16 00 1E 12 0F 1D 0F 00 1D 1E 19 1C 13 0F 1D 72 78	I'm studying the rumors related to the Ruler of Evil.'<4F>The resurrection of the Ruler of Evil...the prophecy of the maturing Hero who shall defeat him...'<4F>Master Dragon in Zenithia...'<4F>and the baby born to a celestial nymph in Branca....'<4F>I'm beginning to understand the meaning of all these stories....
073F	39	1F	03	9553	14645	14837	26 0F 16 13 0F 20 0F 00 17 0F 6E 00 2D 00 12 0B 20 0F 18 6B 1E 00 1D 1E 19 16 0F 18 00 0B 18 23 00 0D 16 19 1E 12 0F 1D 6E	Believe me! I haven't stolen any clothes!
0740	3A	00	03	9C92	0	250	2D 00 0D 0B 18 6B 1E 00 1E 0F 16 16 00 0B 18 23 19 18 0F 00 2D 00 16 19 1D 1E 00 0B 00 10 13 11 12 1E 00 1E 19 00 0B 00 21 19 17 0B 18 00 1D 19 16 0E 13 0F 1C 72 78	I can't tell anyone I lost a fight to a woman soldier....
0741	3A	01	03	9C92	250	449	38 12 13 1D 00 13 1D 00 36 19 1D 0B 20 13 16 16 0F 00 21 12 0F 1C 0F 00 21 0F 00 28 21 0B 1C 20 0F 1D 00 16 13 20 0F 78	This is Rosaville where we Dwarves live.
0742	3A	02	03	9C92	449	853	37 19 17 0F 00 1E 13 17 0F 00 0B 11 19 77 0B 18 00 19 16 0E 00 17 0B 18 00 0D 0B 17 0F 00 0B 18 0E 00 19 1A 0F 18 0F 0E 00 0B 00 1D 12 19 1A 6C 4F 2C 1F 17 0B 18 1D 00 1D 1F 1C 0F 00 15 18 19 21 00 12 19 21 00 1E 19 00 1C 1F 18 00 0B 00 0C 1F 1D 13 18 0F 1D 1D 78	Some time ago,an old man came and opened a shop.'<4F>Humans sure know how to run a business.
0743	3A	03	03	9C92	853	1578	25 18 00 0F 16 10 00 0D 0B 16 16 0F 0E 00 36 19 1D 0B 00 1F 1D 0F 0E 00 1E 19 00 16 13 20 0F 00 13 18 00 1E 12 13 1D 00 20 13 16 16 0B 11 0F 6C 4F 2C 0F 1C 00 1E 0F 0B 1C 0E 1C 19 1A 1D 00 1E 1F 1C 18 0F 0E 00 13 18 1E 19 00 1C 1F 0C 13 0F 1D 6C 4F 37 19 17 0F 00 12 1F 17 0B 18 1D 00 0C 0F 11 0B 18 00 1E 1C 0F 0B 1E 13 18 11 00 12 0F 1C 00 0C 0B 0E 16 23 00 13 18 00 19 1C 0E 0F 1C 00 1E 19 00 17 0B 15 0F 00 12 0F 1C 00 0D 1C 23 00 0B 16 16 00 1E 12 0F 00 1E 13 17 0F 78	An elf called Rosa used to live in this village.'<4F>Her teardrops turned into rubies.'<4F>Some humans began treating her badly in order to make her cry all the time.
0744	3A	04	03	9C92	1578	1996	37 19 0C 72 37 19 0C 72 34 19 19 1C 00 36 19 1D 0B 6C 4F 2D 10 00 37 0B 1C 19 00 12 0B 0E 18 6B 1E 00 1C 0F 1D 0D 1F 0F 0E 00 12 0F 1C 77 1E 12 0F 00 12 1F 17 0B 18 1D 00 21 19 1F 16 0E 00 12 0B 20 0F 00 0E 0F 20 0B 1D 1E 0B 1E 0F 0E 00 12 0F 1C 78	Sob...Sob...Poor Rosa.'<4F>If Saro hadn't rescued her,the humans would have devastated her.
0745	3A	05	03	9C92	1996	2448	2D 00 0D 0B 17 0F 00 12 0F 1C 0F 00 1D 0F 0B 1C 0D 12 13 18 11 00 10 19 1C 00 0B 18 00 0F 16 10 00 21 12 19 00 1D 12 0F 0E 1D 00 1C 1F 0C 23 00 1E 0F 0B 1C 0E 1C 19 1A 1D 6C 4F 2D 6B 16 16 00 0C 0F 00 1C 13 0D 12 00 13 10 00 2D 00 0D 0B 18 00 0D 0B 1A 1E 1F 1C 0F 00 1E 12 0F 00 0F 16 10 6E	I came here searching for an elf who sheds ruby teardrops.'<4F>I'll be rich if I can capture the elf!
0746	3A	06	03	9C92	2448	2832	38 12 13 1D 00 13 1D 00 0B 00 1A 16 0B 0D 0F 00 10 19 1C 00 28 21 0B 1C 20 0F 1D 00 0B 18 0E 00 0B 18 13 17 0B 16 1D 6C 4F 3D 19 1F 00 12 1F 17 0B 18 1D 00 0B 1C 0F 00 18 19 1E 00 21 0F 16 0D 19 17 0F 78 34 16 0F 0B 1D 0F 00 16 0F 0B 20 0F 78	This is a place for Dwarves and animals.'<4F>You humans are not welcome.Please leave.
0747	3A	07	03	9C92	2832	3193	3B 13 16 16 00 1E 12 0F 00 36 1F 16 0F 1C 00 19 10 00 29 20 13 16 00 0E 0F 1D 1E 1C 19 23 00 1F 1D 00 28 21 0B 1C 20 0F 1D 00 13 10 00 12 0F 00 1C 0F 1D 1F 1C 1C 0F 0D 1E 1D 6D 00 2D 6B 17 00 21 19 1C 1C 13 0F 0E 72 78	Will the Ruler of Evil destroy us Dwarves if he resurrects? I'm worried....
0748	3A	08	03	9C92	3193	3457	32 0F 13 11 12 6E 00 28 19 18 6B 1E 00 21 19 1C 1C 23 78 37 0B 1C 19 00 21 13 16 16 00 1E 0B 15 0F 00 0D 0B 1C 0F 00 19 10 00 13 1E 78 32 0F 13 11 12 6E	Neigh! Don't worry.Saro will take care of it.Neigh!
0749	3A	09	03	9C92	3457	3749	26 19 21 77 3B 19 21 6E 00 37 0B 1C 19 00 17 0B 0E 0F 00 17 0F 00 1D 17 0B 1C 1E 0F 1C 6C 4F 2D 00 0D 0B 18 00 1D 1A 0F 0B 15 00 17 0B 18 6B 1D 00 16 0B 18 11 1F 0B 11 0F 6E	Bow,Wow! Saro made me smarter.'<4F>I can speak man's language!
074A	3A	0A	03	9C92	3749	4074	31 0F 19 21 72 31 0F 19 21 72 2D 00 12 0B 20 0F 00 1E 19 00 1E 12 0B 18 15 00 37 0B 1C 19 6C 4F 38 12 0F 00 37 0F 0D 1C 0F 1E 00 19 10 00 29 20 19 16 1F 1E 13 19 18 00 13 1D 00 18 13 0D 0F 6E	Meow...Meow...I have to thank Saro.'<4F>The Secret of Evolution is nice!
074B	3A	0B	03	9C92	4074	4664	37 0B 1C 19 00 17 0B 0E 0F 00 1E 12 13 1D 00 1E 19 21 0F 1C 6C 4F 38 12 0F 23 00 1D 0B 23 00 12 0F 00 12 0B 0E 00 0B 00 1D 0F 0D 1C 0F 1E 00 0D 12 0B 17 0C 0F 1C 00 0C 1F 13 16 1E 00 1D 19 17 0F 21 12 0F 1C 0F 00 13 18 1D 13 0E 0F 00 13 1E 72 6A 4F 0B 18 0E 00 12 0B 1D 00 0C 0F 0F 18 00 12 13 0E 13 18 11 00 1D 19 17 0F 1E 12 13 18 11 00 1A 1C 0F 0D 13 19 1F 1D 00 1E 12 0F 1C 0F 78	Saro made this tower.'<4F>They say he had a secret chamber built somewhere inside it...'<4F>and has been hiding something precious there.
074C	3A	0C	03	9C92	4664	6469	38 12 0F 00 21 19 1C 16 0E 00 13 1D 00 0B 0C 19 1F 1E 00 1E 19 00 0C 0F 00 19 0C 16 13 1E 0F 1C 0B 1E 0F 0E 00 0C 23 00 1E 12 0F 00 17 19 18 1D 1E 0F 1C 1D 6C 4F 38 12 0F 00 1C 1F 16 0F 1C 00 19 10 00 1E 12 0F 00 17 19 18 1D 1E 0F 1C 1D 00 13 1D 00 37 0B 1C 19 6C 4F 2C 0F 6B 1D 00 1C 0F 18 0B 17 0F 0E 00 12 13 17 1D 0F 16 10 00 32 0F 0D 1C 19 1D 0B 1C 19 00 0B 18 0E 00 13 18 1E 0F 18 0E 1D 00 1E 19 00 1F 1D 0F 00 1E 12 0F 00 37 0F 0D 1C 0F 1E 00 19 10 00 29 20 19 16 1F 1E 13 19 18 00 1E 19 00 0C 0F 0D 19 17 0F 00 0F 20 0F 18 00 17 19 1C 0F 00 10 19 1C 17 13 0E 0B 0C 16 0F 6C 4F 34 16 0F 0B 1D 0F 77 1D 1E 19 1A 00 37 0B 1C 19 72 18 19 00 32 0F 0D 1C 19 1D 0B 1C 19 6C 4F 2D 00 0E 19 18 6B 1E 00 21 0B 18 1E 00 12 13 17 00 1E 19 00 0D 19 18 1E 13 18 1F 0F 00 19 18 00 1E 12 13 1D 00 0F 20 13 16 00 1A 0B 1E 12 72 6A 4F 0F 20 0F 18 00 13 10 00 13 1E 00 17 0F 0B 18 1D 00 0F 18 0E 13 18 11 00 12 13 1D 00 16 13 10 0F 72 37 19 0C 72 37 19 0C 72 6A 44 49 00 19 0C 1E 0B 13 18 1D 00 36 1F 0C 23 00 38 0F 0B 1C 0E 1C 19 1A 1D 6E 44 2C 19 21 0F 20 0F 1C 77 1E 12 0F 23 00 0D 1C 1F 17 0C 16 0F 00 1D 13 16 0F 18 1E 16 23 00 0B 21 0B 23 72 78	The world is about to be obliterated by the monsters.'<4F>The ruler of the monsters is Saro.'<4F>He's renamed himself Necrosaro and intends to use the Secret of Evolution to become even more formidable.'<4F>Please,stop Saro...no Necrosaro.'<4F>I don't want him to continue on this evil path...'<4F>even if it means ending his life...Sob...Sob...'<44><49> obtains Ruby Teardrops!<44>However,they crumble silently away....
074D	3A	0D	03	9C92	6469	6668	38 12 13 1D 00 13 1D 00 28 13 1C 0F 00 34 0B 16 0B 0D 0F 77 1E 12 0F 00 17 19 18 1D 1E 0F 1C 1D 6B 00 0D 0B 1D 1E 16 0F 6E	This is Dire Palace,the monsters' castle!
074E	3A	0E	03	9C92	6668	7139	34 19 19 1C 00 12 1F 17 0B 18 1D 6E 00 3B 13 1E 12 19 1F 1E 00 21 13 18 11 1D 77 1E 12 0F 23 00 0D 0B 18 6B 1E 00 10 16 23 6E 6A 4F 26 1F 1E 00 2D 00 12 0F 0B 1C 00 1E 12 0F 23 00 1F 1D 0F 0E 00 1E 19 00 10 16 23 00 13 18 00 1E 12 13 18 11 1D 00 0D 0B 16 16 0F 0E 00 0C 0B 16 16 19 19 18 1D 78	Poor humans! Without wings,they can't fly!'<4F>But I hear they used to fly in things called balloons.
